Gene_name	interaction_scores	phylogenetic_scores	motif_score	pa_score	single_cell_score	total_score_sums	total_score_weighted
PHACTR3	0.289081500639174	0	0	0	0	0.289081500639174	0.183883041421677
PHACTR4	0.570331714788316	0	0	0.5	0.355998620341571	1.42633033512989	0.74018707661746
PHAF1	0.450201907027944	0	0	0	0	0.450201907027944	0.28637078379314
PHAX	0.508114745149057	0	0	0.25	0.0963291089324279	0.854443854081485	0.431138044887476
PHB	0.58770597861804	0	0	0	0	0.58770597861804	0.373836314572333
PHB2	0.65639097965826	0	0	0	0	0.65639097965826	0.417526439548857
PHB2P1	0	0	0	0	0	0	0
PHBP1	0	0	0	0	0	0	0
PHBP2	0	0	0	0	0	0	0
PHBP3	0	0	0	0	0	0	0
PHBP4	0	0	0	0	0	0	0
PHBP5	0	0	0	0	0	0	0
PHBP6	0	0	0	0	0	0	0
PHBP7	0	0	0	0	0	0	0
PHBP8	0	0	0	0	0	0	0
PHBP9	0	0	0	0	0	0	0
PHBP10	0	0	0	0	0	0	0
PHBP11	0	0	0	0	0	0	0
PHBP12	0	0	0	0	0	0	0
PHBP13	0	0	0	0	0	0	0
PHBP14	0	0	0	0	0	0	0
PHBP15	0	0	0	0	0	0	0
PHBP16	0	0	0	0	0	0	0
PHBP17	0	0	0	0	0	0	0
PHBP18	0	0	0	0	0	0	0
PHBP19	0	0	0	0	0	0	0
PHBP20	0	0	0	0	0	0	0
PHBP21	0	0	0	0	0	0	0
PHC1	0.326894082716452	0	0	0.5	0.127069812022963	0.953963894739415	0.358926847737396
PHC1P1	0	0	0	0	0	0	0
PHC2	0.662699899563045	0	0	0	0	0.662699899563045	0.421539506374692
PHC3	0.536115581188121	0	0	0	0.0693199415618508	0.605435522749972	0.409577507329526
PHETA1	0.653650910674459	0	0	0	0	0.653650910674459	0.415783497792527
PHETA2	0.727018115478395	0	0	0	0	0.727018115478395	0.462451945030159
PHEX	0.477280018250255	0	0	0	0.193311132012884	0.670591150263139	0.49478005176334
PHF1	0.500182172125879	0	0	0	0.0664793091096452	0.566661481235524	0.383911086917341
PHF2	0	0	0	0	0.0833561242540279	0.0833561242540279	0.0824393497036049
PHF2P1	0	0	0	0	0	0	0
PHF2P2	0	0	0	0	0	0	0
PHF3	0.435899673845424	0	0	0	0.327461151533285	0.763360825378709	0.601132857343691
PHF5A	0.511776900493509	0	0	0	0.0700592395948173	0.581836140088326	0.394826982784845
PHF5CP	0	0	0	0	0	0	0
PHF5DP	0	0	0	0	0	0	0
PHF5EP	0	0	0	0	0	0	0
PHF5FP	0	0	0	0	0	0	0
PHF5GP	0	0	0	0	0	0	0
PHF5HP	0	0	0	0	0	0	0
PHF6	0.514104520918816	0	0	0	0	0.514104520918816	0.327018860446497
PHF7	0	0	0	0	0	0	0
PHF8	0.58102057623306	0	0	0	0	0.58102057623306	0.369583769456303
PHF10	0.353450745267915	0	0	0	0.140635012016781	0.494085757284696	0.363916206979931
PHF10P1	0	0	0	0	0	0	0
PHF11	0.422796306860894	0	0	0	0.0796597282360802	0.502456035096974	0.34772185050715
PHF12	0.365423312619126	0	0	0	0	0.365423312619126	0.232443618779539
PHF13	0	0	0	0	0	0	0
PHF14	0.546044282379155	0	0	0	0.350354059020431	0.896398341399586	0.693836319400629
PHF19	0.628102587373061	0	0	0	0	0.628102587373061	0.399532359682693
PHF20	0.549379895807642	0	0	1.5	0.0767076819244225	2.12608757773206	0.501278898378031
PHF20L1	0.645150642013502	0	0	0	0	0.645150642013502	0.410376526918147
PHF21A	0.414112334431139	0	0.29000223635399	0	0	0.704114570785129	0.293907917251932
PHF21B	0	0	0	0	0	0	0
PHF23	0.558694461006463	0	0	0	0	0.558694461006463	0.355382258941378
PHF24	0	0	0	0	0	0	0
PHGDH	0.643655555219282	0	0	0.5	0	1.14365555521928	0.434744694572455
PHGR1	0	0	0	0	0	0	0
PHIP	0.594516483237193	0	0	0	0.465755424449704	1.0602719076869	0.838801349255851
PHKA1	0.608046361798859	0	0	0	0	0.608046361798859	0.386774712618218
PHKA1P1	0	0	0	0	0	0	0
PHKA2	0.464321375283622	0	0	0	0	0.464321375283622	0.295352094462866
PHKB	0.301724224355228	0	0.29000223635399	0	0.078753356487378	0.670479817196596	0.300305706290351
PHKBP1	0	0	0	0	0	0	0
PHKBP2	0	0	0	0	0	0	0
PHKG1	0	0	0	0	0	0	0
PHKG1P1	0	0	0	0	0	0	0
PHKG1P2	0	0	0	0	0	0	0
PHKG1P3	0	0	0	0	0	0	0
PHKG1P4	0	0	0	0	0	0	0
PHKG2	0.449450487922176	0	0	0	0.0784672393553665	0.527917727277542	0.363497044684343
PHLDA1	0.226020873577031	0	0	0	0	0.226020873577031	0.143770547635302
PHLDA2	0	0	0	0	0	0	0
PHLDA3	0.665641588226593	0	0	0	0	0.665641588226593	0.423410697222854
PHLDB1	0.472251721845663	0	0	0	0	0.472251721845663	0.300396541243901
PHLDB2	0.761034539836567	0	0.29000223635399	0.5	0	1.55103677619056	0.539902274170924
PHLDB3	0.391154863315708	0	0	0	0	0.391154863315708	0.248811306757226
PHLPP1	0.681050460652533	0	0.29000223635399	0	0	0.971052697006523	0.463705688511813
PHLPP2	0.682142288667797	0	0	0.5	0	1.1821422886678	0.459225879239238
PHOSPHO1	0.400656215467747	0	0	0	0	0.400656215467747	0.254855060949287
PHOSPHO2	0.662054429684696	0	0	0	0	0.662054429684696	0.421128926783419
PHOX2A	0.569963182082736	0	0	0	0	0.569963182082736	0.362550226105849
PHOX2B	0	0	0	0	0	0	0
PHPT1	0.402858432958082	0	0	0	0	0.402858432958082	0.256255878535675
PHRF1	0.549514309626836	0	0	0	0	0.549514309626836	0.349542818670503
PHTF1	0	0	0.570260649643344	0.5	0.594438450158448	1.66469909980179	0.673182270634813
PHTF2	0	0	0	1.5	0	1.5	0.0759575506982793
PHYH	0.386077786807296	0	0	0	0	0.386077786807296	0.245581808266893
PHYHD1	0	0	0	0	0	0	0
PHYHIP	0.248145566817109	0	0	0	0.269103806322628	0.517249373139737	0.423988060326026
PHYHIPL	0.5293834634387	0	0	0	0	0.5293834634387	0.336737705872618
PHYKPL	0	0	0	0	0.0439768889171352	0.0439768889171352	0.0434932184858764
PI3	0	0	0	0	0	0	0
PI4K2A	0.580336891945409	0	0	0	0	0.580336891945409	0.36914888190415
PI4K2B	0.615767226432318	0	0	0	0.0874474733799388	0.703214699812257	0.478171610176157
PI4KA	0.55521196335172	0	0	0.5	0.0690364023133396	1.12424836566506	0.446763366412351
PI4KAP1	0	0	0	0	0	0	0
PI4KAP2	0	0	0	0	0	0	0
PI4KB	0.6674302356692	0	0	0.5	0.0644336345466897	1.23186387021589	0.513592603864296
PI8L2	0	0	0	0	0	0	0
PI15	0.320742613637904	0	0	0	0	0.320742613637904	0.204022489086537
PI16	0	0	0	0.5	0	0.5	0.0253191835660931
PIANP	0	0	0	0	0	0	0
PIAS1	0.66041336318371	0	0	0.5	0	1.16041336318371	0.445404237605289
PIAS2	0.545973854085841	0	0.454708584546035	0	0	1.00068243863188	0.39510299189285
PIAS3	0.620400384851912	0	0	0.5	0.433381505591367	1.55378189044328	0.848567269104098
PIAS4	0.614903305790798	0	0.401654795224114	0.25	0	1.26655810101491	0.446029639680716
PIBF1	0.804182287138377	1	0.853473243257343	0	0.179809304862781	2.8374648352585	0.701342284748301
PICALM	0.536896912490985	0	0.29000223635399	0	0	0.826899148844975	0.372010464815165
PICART1	0	0	0	0	0	0	0
PICK1	0.624982737242403	0	0	1.5	0.34382499839979	2.46880773564219	0.813548904574341
PICSAR	0	0	0	0	0	0	0
PID1	0.531950820505035	0	0	0.5	0	1.03195082050503	0.363689970160685
PIDD1	0.530971306699536	0	0	0.5	0	1.03097130669954	0.363066907193074
PIEZO1	0.433990345507921	0	0	0	0	0.433990345507921	0.27605870490914
PIEZO1P1	0	0	0	0	0	0	0
PIEZO1P2	0	0	0	0	0	0	0
PIEZO2	0	0	0	0	0	0	0
PIF1	0	0	0	0	0	0	0
PIFO	0	0	0	0.5	0.925287295594497	1.4252872955945	0.940429904229568
PIGA	0	0	0	0	0	0	0
PIGAP1	0	0	0	0	0	0	0
PIGB	0.538340378496495	0	0	0	0	0.538340378496495	0.342435146832837
PIGBOS1	0	0	0	0	0.0894931479428943	0.0894931479428943	0.0885088766466276
PIGC	0	0	0	0	0.0761962632836837	0.0761962632836837	0.0753582349367451
PIGCP1	0	0	0	0	0	0	0
PIGCP2	0	0	0	0	0	0	0
PIGF	0	0	0	0	0	0	0
PIGFP1	0	0	0	0	0	0	0
PIGFP2	0	0	0	0	0	0	0
PIGFP3	0	0	0	0	0	0	0
PIGG	0.488565464023767	0	0.454708584546035	0	0	0.943274048569802	0.358585852800949
PIGH	0.47148338249655	0	0	0	0	0.47148338249655	0.299907805105315
PIGHP1	0	0	0	0	0	0	0
PIGK	0.258453080602858	0	0	0	0.0700592395948173	0.328512320197675	0.233689191666925
PIGL	0	0	0	0	0	0	0
PIGM	0.364514031812673	0	0	0	0	0.364514031812673	0.231865230609327
PIGN	0.480237139471599	0	0	0.5	0	0.980237139471599	0.3307952019707
PIGO	0.256335031105926	0	0	0	0	0.256335031105926	0.163053204852121
PIGP	0.515850029747557	0	0	0	0.186700932227863	0.70255096197542	0.512776710194071
PIGPP1	0	0	0	0	0	0	0
PIGPP2	0	0	0	0	0	0	0
PIGPP3	0	0	0	0	0	0	0
PIGPP4	0	0	0	0	0	0	0
PIGQ	0.47456838548256	0	0	0	0.408509170430597	0.883077555913157	0.705886426816655
PIGQP1	0	0	0	0	0	0	0
PIGR	0.502896552238632	0	0	0	0.445151387304402	0.948047939543034	0.760145022258008
PIGS	0.427393046283108	0	0	0	0.0644336345466897	0.491826680829798	0.335587176657456
PIGT	0.235880747221095	0	0	0	0.356228989001245	0.59210973622234	0.502353435697965
PIGU	0.525480475990546	0	0	0	0.1086349398985	0.634115415889046	0.441695180211335
PIGUP1	0	0	0	0	0	0	0
PIGV	0	0	0	0	0	0	0
PIGW	0	0	0	0	0	0	0
PIGX	0	0	0	0	0.102278613961366	0.102278613961366	0.101153724444591
PIGY	0	0	0	0	0	0	0
PIGZ	0	0	0	0	0	0	0
PIH1D1	0.630169342513375	0	0	0	0.118920339716857	0.749089682230232	0.518459430194882
PIH1D2	0.464258763391976	1	0.206012245631511	0.5	0.649998991926163	2.82027000094965	0.907376526365039
PIK3AP1	0.43111125476551	0	0	0	0	0.43111125476551	0.274227332230248
PIK3C2A	0.643417683292375	0	0	0	0	0.643417683292375	0.409274202073442
PIK3C2B	0.677119664607384	0	0	0	0	0.677119664607384	0.430711834064552
PIK3C2G	0	0	0.454708584546035	0	0	0.454708584546035	0.0478122361577363
PIK3C3	0.702919009983709	0	0	0.5	0	1.20291900998371	0.472441829405171
PIK3CA	0.75302174325199	0	0	0.5	0	1.25302174325199	0.504311883201557
PIK3CB	0.685887262787881	0	0.29000223635399	0	0	0.975889499141871	0.466782349887363
PIK3CD	0.410605989256101	0	0	0	0	0.410605989256101	0.261184053505417
PIK3CDP1	0	0	0	0	0	0	0
PIK3CG	0.468270539885335	0	0.29000223635399	0	0	0.758272776239325	0.328357633040865
PIK3IP1	0.353557802345524	0	0	0	0	0.353557802345524	0.224896037518525
PIK3R1	0.691371344782136	0	0	0	0	0.691371344782136	0.439777243957984
PIK3R1OS	0	0	0	0	0	0	0
PIK3R2	0.626232602702826	0	0	0	0	0.626232602702826	0.398342873438106
PIK3R3	0.707941049422621	0	0	0	0	0.707941049422621	0.450317135573374
PIK3R4	0.613459501726601	0	0	0	0	0.613459501726601	0.390217979071981
PIK3R5	0.384989824113175	0	0	0	0	0.384989824113175	0.24488976159941
PIK3R6	0.613583900424892	0	0	0	0	0.613583900424892	0.390297108351924
PIKFYVE	0.42693642727527	0	0	0	0	0.42693642727527	0.271571749030982
PILRA	0.461975292558649	0	0	0	0	0.461975292558649	0.293859765047317
PILRB	0.297133142842983	0	0	0	0.137055081531609	0.434188224374592	0.324552354101715
PIM1	0.614227019071094	0	0	0	0	0.614227019071094	0.390706192338264
PIM2	0.611656251124407	0	0	0	0.113529824057621	0.725186075182028	0.50135213248217
PIM3	0.486756923169579	0	0	0	0	0.486756923169579	0.30962321444844
PIMREG	0.398651257580659	0	0	1.5	0	1.89865125758066	0.329537269734006
PIMREGP1	0	0	0	0	0	0	0
PIMREGP2	0	0	0	0	0	0	0
PIMREGP3	0	0	0	0	0	0	0
PIMREGP4	0	0	0	0	0	0	0
PIN1	0.657595357239434	0	0	0.5	0.382110876481054	1.53970623372049	0.821520032128009
PIN1L2	0	0	0	0	0	0	0
PIN1P1	0	0	0	0	0	0	0
PIN3	0	0	0	0	0	0	0
PIN4	0.651138814159724	0	0	0	0.122147953473519	0.773286767633243	0.534990103247043
PIN4P1	0	0	0	0	0	0	0
PINCR	0	0	0	0	0	0	0
PINK1	0.602454132194782	0	0	0	0.0705706582355561	0.673024790430338	0.453012030180854
PINLYP	0	0	0	1.5	0	1.5	0.0759575506982793
PINX1	0.435727382519758	0	0	0	0	0.435727382519758	0.277163623930566
PIP	0.594912091851589	0	0	0	0.197402481138795	0.792314572990384	0.573651472856394
PIP4K2A	0.484475134112626	0	0	0	0.319525132934505	0.804000267047131	0.624182685780317
PIP4K2B	0.558846225240829	0	0	0	0	0.558846225240829	0.355478795277783
PIP4K2C	0.59097649120199	0	0	0	0.0772191005651615	0.668195591767151	0.452286491141841
PIP4P1	0.54579877945109	0	0	0	0	0.54579877945109	0.347179391790196
PIP4P2	0.359614096680214	0	0	0	0	0.359614096680214	0.228748410705828
PIP5K1A	0.504372604831022	0	0	0	0.0756848446429449	0.580057449473967	0.39568088691651
PIP5K1B	0.407143255167761	0	0.29000223635399	0	0	0.697145491521751	0.289474926942884
PIP5K1C	0.498190785261943	0	0	0	0	0.498190785261943	0.316896226841454
PIP5K1P1	0	0	0	0	0	0	0
PIP5K1P2	0	0	0	0	0	0	0
PIP5KL1	0	0	0	0	0	0	0
PIPOX	0	0	0	0	0	0	0
PIPSL	0.67671493996431	0	0	0	0	0.67671493996431	0.430454391100744
PIR	0	0	0	0	0.100744358039149	0.100744358039149	0.0996363427088354
PIRC1	0	0	0	0	0	0	0
PIRC2	0	0	0	0	0	0	0
PIRC3	0	0	0	0	0	0	0
PIRC4	0	0	0	0	0	0	0
PIRC5	0	0	0	0	0	0	0
PIRC6	0	0	0	0	0	0	0
PIRC7	0	0	0	0	0	0	0
PIRC8	0	0	0	0	0	0	0
PIRC9	0	0	0	0	0	0	0
PIRC10	0	0	0	0	0	0	0
PIRC11	0	0	0	0	0	0	0
PIRC12	0	0	0	0	0	0	0
PIRC13	0	0	0	0	0	0	0
PIRC14	0	0	0	0	0	0	0
PIRC15	0	0	0	0	0	0	0
PIRC16	0	0	0	0	0	0	0
PIRC17	0	0	0	0	0	0	0
PIRC18	0	0	0	0	0	0	0
PIRC19	0	0	0	0	0	0	0
PIRC20	0	0	0	0	0	0	0
PIRC21	0	0	0	0	0	0	0
PIRC22	0	0	0	0	0	0	0
PIRC23	0	0	0	0	0	0	0
PIRC24	0	0	0	0	0	0	0
PIRC25	0	0	0	0	0	0	0
PIRC26	0	0	0	0	0	0	0
PIRC27	0	0	0	0	0	0	0
PIRC28	0	0	0	0	0	0	0
PIRC29	0	0	0	0	0	0	0
PIRC30	0	0	0	0	0	0	0
PIRC31	0	0	0	0	0	0	0
PIRC32	0	0	0	0	0	0	0
PIRC33	0	0	0	0	0	0	0
PIRC34	0	0	0	0	0	0	0
PIRC35	0	0	0	0	0	0	0
PIRC36	0	0	0	0	0	0	0
PIRC37	0	0	0	0	0	0	0
PIRC38	0	0	0	0	0	0	0
PIRC39	0	0	0	0	0	0	0
PIRC40	0	0	0	0	0	0	0
PIRC41	0	0	0	0	0	0	0
PIRC42	0	0	0	0	0	0	0
PIRC43	0	0	0	0	0	0	0
PIRC44	0	0	0	0	0	0	0
PIRC45	0	0	0	0	0	0	0
PIRC46	0	0	0	0	0	0	0
PIRC47	0	0	0	0	0	0	0
PIRC48	0	0	0	0	0	0	0
PIRC49	0	0	0	0	0	0	0
PIRC50	0	0	0	0	0	0	0
PIRC51	0	0	0	0	0	0	0
PIRC52	0	0	0	0	0	0	0
PIRC53	0	0	0	0	0	0	0
PIRC54	0	0	0	0	0	0	0
PIRC55	0	0	0	0	0	0	0
PIRC56	0	0	0	0	0	0	0
PIRC57	0	0	0	0	0	0	0
PIRC58	0	0	0	0	0	0	0
PIRC59	0	0	0	0	0	0	0
PIRC60	0	0	0	0	0	0	0
PIRC61	0	0	0	0	0	0	0
PIRC62	0	0	0	0	0	0	0
PIRC63	0	0	0	0	0	0	0
PIRC64	0	0	0	0	0	0	0
PIRC65	0	0	0	0	0	0	0
PIRC66	0	0	0	0	0	0	0
PIRC67	0	0	0	0	0	0	0
PIRC68	0	0	0	0	0	0	0
PIRC69	0	0	0	0	0	0	0
PIRC70	0	0	0	0	0	0	0
PIRC71	0	0	0	0	0	0	0
PIRC72	0	0	0	0	0	0	0
PIRC73	0	0	0	0	0	0	0
PIRC74	0	0	0	0	0	0	0
PIRC75	0	0	0	0	0	0	0
PIRC76	0	0	0	0	0	0	0
PIRC77	0	0	0	0	0	0	0
PIRC78	0	0	0	0	0	0	0
PIRC79	0	0	0	0	0	0	0
PIRC80	0	0	0	0	0	0	0
PIRC81	0	0	0	0	0	0	0
PIRC82	0	0	0	0	0	0	0
PIRC83	0	0	0	0	0	0	0
PIRC84	0	0	0	0	0	0	0
PIRC85	0	0	0	0	0	0	0
PIRC86	0	0	0	0	0	0	0
PIRC87	0	0	0	0	0	0	0
PIRC88	0	0	0	0	0	0	0
PIRC89	0	0	0	0	0	0	0
PIRC90	0	0	0	0	0	0	0
PIRC91	0	0	0	0	0	0	0
PIRC92	0	0	0	0	0	0	0
PIRC93	0	0	0	0	0	0	0
PIRC94	0	0	0	0	0	0	0
PIRC95	0	0	0	0	0	0	0
PIRC96	0	0	0	0	0	0	0
PIRC97	0	0	0	0	0	0	0
PIRC98	0	0	0	0	0	0	0
PIRC99	0	0	0	0	0	0	0
PIRC100	0	0	0	0	0	0	0
PIRC101	0	0	0	0	0	0	0
PIRC102	0	0	0	0	0	0	0
PIRC103	0	0	0	0	0	0	0
PIRC104	0	0	0	0	0	0	0
PIRC105	0	0	0	0	0	0	0
PIRC106	0	0	0	0	0	0	0
PIRC107	0	0	0	0	0	0	0
PIRC108	0	0	0	0	0	0	0
PIRC109	0	0	0	0	0	0	0
PIRC110	0	0	0	0	0	0	0
PIRC111	0	0	0	0	0	0	0
PIRC112	0	0	0	0	0	0	0
PIRC113	0	0	0	0	0	0	0
PIRC114	0	0	0	0	0	0	0
PIRT	0	0	0	0	0	0	0
PISD	0.618481357737094	0	0	0.5	0	1.11848135773709	0.418731535694632
PISRT1	0	0	0	0	0	0	0
PITHD1	0.31263943678688	0	0	0	0	0.31263943678688	0.198868105975721
PITPNA	0.271822376667705	0	0	0	0.372889094668533	0.644711471336238	0.541692567735279
PITPNB	0.511665898248167	0	0	0	0	0.511665898248167	0.325467666916066
PITPNC1	0.597396550755947	0	0.570260649643344	0	0	1.16765720039929	0.439962871877964
PITPNM1	0.413223103952711	0	0	0.5	0.55612860371878	1.46935170767149	0.83818011023781
PITPNM2	0	0	0	0	0.403600872906218	0.403600872906218	0.399161954804876
PITPNM3	0	0	0	0	0	0	0
PITRM1	0.519229922376121	0	0	0	0	0.519229922376121	0.330279098152447
PITX1	0.419527885086303	0	0	0	0	0.419527885086303	0.266859218941038
PITX2	0.640289504303593	0	0	0	0	0.640289504303593	0.407284385826824
PITX3	0	0	0	0	0	0	0
PIWIL1	0.716944548505551	0	0	0	0	0.716944548505551	0.456044208357851
PIWIL2	0.590574166483499	0	0	0	0	0.590574166483499	0.375660751995354
PIWIL3	0	0	0	0	0	0	0
PIWIL4	0.615814893080243	0	0	0	0	0.615814893080243	0.391716229651448
PJA1	0.522590992089774	0	0	0	0	0.522590992089774	0.332417054818682
PJA2	0.492516784894369	0	0	0.5	0	0.992516784894369	0.338606212163072
PJVK	0	0	0	0	0	0	0
PKD1	0.819861910089484	0	0	0.5	0.427135914915441	1.74699782500492	0.969266671673118
PKD1L1	0	0	0	0	0	0	0
PKD1L2	0.366269246333997	0	0	0	0	0.366269246333997	0.232981712237569
PKD1L3	0.698067882820278	0	0	0	0	0.698067882820278	0.444036872397461
PKD1P1	0	0	0	0	0	0	0
PKD1P2	0	0	0	0	0	0	0
PKD1P3	0	0	0	0	0	0	0
PKD1P4	0	0	0	0	0	0	0
PKD1P5	0	0	0	0	0	0	0
PKD1P6	0	0	0	0	0	0	0
PKD2	0.742455162512051	0	0	0	0.0932695705036541	0.835724733015705	0.564515124836575
PKD2L1	0.616820681118328	0	0	0	0	0.616820681118328	0.392356005503793
PKD2L2	0.485573037267169	0	0	0	0	0.485573037267169	0.308870151592636
PKD3	0	0	0	0	0	0	0
PKDCC	0.581296813403789	0	0	1.5	0	2.08129681340379	0.445717032993332
PKDREJ	0	0	0	0	0	0	0
PKHD1	0	0	0	0	0	0	0
PKHD1L1	0	0	0.29000223635399	0.5	0	0.79000223635399	0.0558126817802771
PKIA	0.822201796040236	0	0.29000223635399	0	0	1.11220403239423	0.5534912223299
PKIB	0.457116763800055	0	0	0	0.410471068825225	0.86758783262528	0.696725873834245
PKIG	0.808968973535611	0	0	0	0.588884002529762	1.39785297606537	1.09698769104397
PKLR	0.496893017526957	0	0	0	0	0.496893017526957	0.3160707244221
PKM	0.675672172276198	0	0	0	0	0.675672172276198	0.429791092710628
PKMP1	0	0	0	0	0	0	0
PKMP2	0	0	0	0	0	0	0
PKMP3	0	0	0	0	0	0	0
PKMP4	0	0	0	0	0	0	0
PKMP5	0	0	0	0	0	0	0
PKMYT1	0.409526278299759	0	0	0	0	0.409526278299759	0.260497255719777
PKN1	0.721119325985864	0	0	0	0.347060668673611	1.06817999465947	0.801943355693017
PKN2	0.69294087047015	0	0	0.25	0.371910519060223	1.31485138953037	0.821255342350333
PKN3	0.508403812824706	0	0	0	0	0.508403812824706	0.323392673574337
PKNOX1	0.532154401533025	0	0	0.75	0	1.28215440153302	0.376479058637639
PKNOX2	0.365190747632295	0	0	0	0	0.365190747632295	0.232295685559972
PKP1	0.675314018848775	0	0	0	0	0.675314018848775	0.429563273423041
PKP2	0.629590422011016	0	0.340260480708051	0.5	0	1.46985090271907	0.461576057652529
PKP2P1	0	0	0	0	0	0	0
PKP3	0.592289047674736	0	0	0	0.13654366289087	0.728832710565606	0.51179349437281
PKP4	0.619803264891097	0	0.570260649643344	0	0	1.19006391453444	0.454215650884325
PKP4P1	0	0	0	0	0	0	0
PLA1A	0.440768628223223	0	0	0	0	0.440768628223223	0.280370330656722
PLA2G1B	0.49138081211997	0	0	0	0	0.49138081211997	0.312564442999952
PLA2G2A	0.636501335229678	0	0	0	0	0.636501335229678	0.404874753770844
PLA2G2C	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0
PLA2G2E	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0
PLA2G3	0	0	0	0	0	0	0
PLA2G4A	0.659358945131267	0	0.29000223635399	0.5	0	1.44936118148526	0.475227026701164
PLA2G4B	0.422535036020779	0	0	0	0	0.422535036020779	0.268772049954517
PLA2G4C	0.458368607378069	0	0	0	0	0.458368607378069	0.291565573827923
PLA2G4D	0	0	0	0	0	0	0
PLA2G4E	0	0	0	0	0	0	0
PLA2G4F	0.41959044553177	0	0	0	0	0.41959044553177	0.266899013272255
PLA2G5	0	0	0	0.5	0	0.5	0.0253191835660931
PLA2G6	0.599413227047806	0	0	0	0	0.599413227047806	0.381283226405794
PLA2G7	0	0	0	0	0	0	0
PLA2G10	0.534435990308812	0	0	0	0.328678403409145	0.863114393717957	0.665015092588009
PLA2G12A	0	0	0	0.5	0.122735359590921	0.622735359590921	0.146704664487427
PLA2G12AP1	0	0	0	0	0	0	0
PLA2G12AP2	0	0	0	0	0	0	0
PLA2G12B	0	0	0	0	0	0	0
PLA2G15	0.438869528189387	0	0	0	0	0.438869528189387	0.279162324300682
PLA2R1	0	0	0	0	0	0	0
PLAA	0.704233585909431	0	0	0	0	0.704233585909431	0.447958839849649
PLAAT1	0.536650223855825	0	0	0	0	0.536650223855825	0.341360049411825
PLAAT2	0	0	0	0	0.292498787530643	0.292498787530643	0.289281802014132
PLAAT3	0	0	0	0	0.0818218683318113	0.0818218683318113	0.0809219679678493
PLAAT4	0.545284072085076	0	0	0	0.330330024062236	0.875614096147312	0.673548949224722
PLAAT5	0	0	0	0	0	0	0
PLAC1	0.420598690720439	0	0	0	0	0.420598690720439	0.267540352103627
PLAC4	0	0	0	0	0	0	0
PLAC5	0	0	0	0	0	0	0
PLAC8	0	0	0	1.5	0.503469716595525	2.00346971659553	0.573889963019954
PLAC8L1	0	0	0	0	0	0	0
PLAC9	0.338189886399162	0	0	0	0	0.338189886399162	0.215120596619396
PLAC9P1	0	0	0	0	0	0	0
PLAG1	0.6509108404723	0	0	0.25	0	0.9009108404723	0.426700147044254
PLAGL1	0.698557804503018	0	0	0	0	0.698557804503018	0.444348508696849
PLAGL2	0.461965900548611	0	0	0	0	0.461965900548611	0.293853790845
PLAT	0	0	0	0	0	0	0
PLAU	0.269510586961833	0	0	0.5	0	0.769510586961833	0.196753281965012
PLAUR	0.564755813351843	0	0	1.5	0	2.06475581335184	0.435195400197795
PLB1	0.424309109030688	0	0	0	0	0.424309109030688	0.269900527356374
PLBD1	0.343076859577969	0	0	0	0	0.343076859577969	0.218229171500453
PLBD2	0.236629523334447	0	0	0.5	0	0.736629523334447	0.17583783088421
PLCB1	0.536089728610905	0	0	0	0	0.536089728610905	0.341003521684833
PLCB2	0.561662592828937	0	0	0	0	0.561662592828937	0.357270270127324
PLCB3	0.667129052361062	0	0	0	0	0.667129052361062	0.424356864405628
PLCB4	0	0	0.29000223635399	0.5	0.422714139031201	1.21271637538519	0.473877689530053
PLCD1	0.405093290352455	0	0	0	0	0.405093290352455	0.257677458172948
PLCD3	0.55739408116639	0	0	0	0	0.55739408116639	0.354555094977349
PLCD4	0.46532028495685	0	0	0	0	0.46532028495685	0.295987495027802
PLCE1	0.601242885164243	0	0	0	0.443834098855233	1.04507698401948	0.821399745367975
PLCE1P1	0	0	0	0	0	0	0
PLCG1	0.663015514529605	0	0	0	0	0.663015514529605	0.421740267197647
PLCG2	0.600549193768943	0	0	0	0	0.600549193768943	0.382005808152376
PLCH1	0.558985446945517	0	0.771550204095293	1	0.259075819681369	2.58961147072218	0.743560023650267
PLCH2	0	0	0	0	0	0	0
PLCL1	0	0	0	0	0	0	0
PLCL2	0.514981106966293	0	0	0.5	0	1.01498110696629	0.352895635239014
PLCXD1	0	0	0	0	0	0	0
PLCXD2	0	0	0.340260480708051	0	0.2791117951565	0.619372275864551	0.31182015516568
PLCXD3	0	0	0	0	0	0	0
PLCZ1	0	0	0	0	0	0	0
PLD1	0	0	0	0	0	0	0
PLD2	0.726038796765184	0	0	0	0	0.726038796765184	0.461829006159605
PLD3	0.657815777016651	0	0	0	0	0.657815777016651	0.418432744764138
PLD4	0	0	0	0	0	0	0
PLD5	0	0	0.29000223635399	0	0	0.29000223635399	0.030493498214184
PLD5P1	0	0	0	0	0	0	0
PLD6	0	0	0	0	0	0	0
PLEC	0.701364311608064	0	0	0	0.38531121143422	1.08667552304228	0.827207159624023
PLEK	0	0	0	0	0	0	0
PLEK2	0.579210850084498	0	0	0	0	0.579210850084498	0.368432613302754
PLEKHA1	0.603963131366023	0	0	0	0.0797761937688558	0.683739325134879	0.463076186088327
PLEKHA2	0.326033575206277	0	0	0	0	0.326033575206277	0.207388038604879
PLEKHA3	0	0	0	0.5	0.090515985224372	0.590515985224372	0.114839648036558
